ID,Edad,Género,Ingresos,Compra
10630,25,Female,161997,false
10631,76,Male,139887,false
10632,73,Female,180124,false
10633,77,Male,187476,true
10634,45,Female,78611,false
10635,24,Female,178822,false
10636,32,Female,29146,false
10637,51,Male,194431,false
10638,47,Male,22983,false
10639,72,Male,146242,false
10640,66,Male,63777,true
10641,80,Female,183307,true
10642,73,Female,91477,true
10643,63,Female,135077,false
10644,22,Male,141206,false
10645,49,Female,156607,false
10646,44,Male,125392,true
10647,27,Female,188559,false
10648,43,Female,184328,false
10649,61,Male,166137,false
10650,75,Female,198542,true
10651,64,Male,97491,false
10652,44,Female,163638,false
10653,49,Female,158207,true
10654,23,Male,158238,false
10655,76,Male,181694,false
10656,61,Female,152484,false
10657,50,Female,135480,false
10658,79,Male,36781,false
10659,40,Female,158866,false
10660,40,Male,114613,true
10661,47,Male,148233,false
10662,64,Male,91451,false
10663,41,Female,134986,true
10664,45,Female,112712,false
10665,35,Male,189527,false
10666,77,Male,168218,false
10667,65,Male,97395,false
10668,68,Male,81514,false
10669,21,Female,61339,false
10670,22,Male,87353,false
10671,34,Female,151658,false
10672,49,Male,87755,false
10673,56,Male,137595,false
10674,52,Male,85765,true
10675,27,Female,170104,false
10676,43,Female,96592,false
10677,75,Female,192817,false
10678,66,Male,125981,true
10679,72,Male,84297,false
10680,68,Male,129150,false
10681,63,Female,165162,true
10682,18,Male,99294,false
10683,78,Female,49494,false
10684,42,Male,84807,true
10685,66,Male,68247,true
10686,34,Female,171365,false
10687,47,Male,142597,false
10688,64,Female,23080,false
10689,45,Male,154987,false
10690,57,Male,60607,true
10691,39,Male,101759,true
10692,69,Female,51936,true
10693,55,Male,35592,false
10694,27,Male,137191,false
10695,51,Female,52039,false
10696,50,Male,65964,false
10697,39,Female,52838,true
10698,23,Male,120782,false
10699,54,Male,176954,false
10700,63,Male,28525,true
10701,24,Male,92017,false
10702,56,Male,160939,false
10703,57,Female,176885,true
10704,39,Male,40708,true
10705,67,Female,69541,false
10706,41,Male,64188,false
10707,45,Male,38898,true
10708,67,Female,151149,false
10709,68,Female,172590,false
10710,65,Female,176439,false
10711,56,Female,138818,false
10712,42,Female,119528,false
10713,41,Female,37415,false
10714,54,Male,86133,true
10715,53,Male,191920,false
10716,70,Female,147444,false
10717,58,Female,137597,false
10718,54,Female,78213,false
10719,80,Female,162101,false
10720,71,Male,166470,false
10721,68,Male,54205,false
10722,38,Female,55856,true
10723,65,Female,176911,false
10724,35,Female,131478,false
10725,48,Female,130684,false
10726,80,Female,88418,false
10727,37,Male,180075,true
10728,32,Female,37642,true
10729,52,Male,48470,false
10730,24,Female,156133,false
10731,47,Female,176371,true
10732,58,Male,152334,true
10733,71,Female,53737,false
10734,80,Female,110444,false
10735,47,Male,31979,true
10736,64,Female,159039,true
10737,77,Male,188623,true
10738,25,Female,186016,false
10739,63,Male,133855,true
10740,20,Male,147132,false
10741,69,Female,140646,true
10742,50,Female,23210,true
10743,18,Male,92876,true
10744,64,Female,142229,false
10745,66,Male,151651,false
10746,79,Female,43933,false
10747,75,Female,34928,false
10748,70,Male,120883,false
10749,56,Female,91058,false
10750,49,Female,117824,false
10751,55,Male,170065,false
10752,39,Female,167952,false
10753,75,Female,166046,false
10754,32,Female,62520,false
10755,58,Male,40713,false
10756,77,Female,162290,true
10757,20,Male,77708,false
10758,75,Male,189973,false
10759,52,Male,156873,true
10760,78,Male,53268,false
10761,46,Male,187615,false
10762,61,Female,198526,false
10763,24,Female,58829,false
10764,44,Male,173844,true
10765,23,Male,67749,true
10766,21,Male,182419,false
10767,58,Female,117402,true
10768,48,Male,120988,true
10769,38,Female,35834,true
10770,59,Female,100385,false
10771,78,Female,76962,true
10772,47,Female,89062,false
10773,23,Female,42587,false
10774,36,Female,166996,true
10775,58,Female,192309,true
10776,39,Male,56997,false
10777,37,Female,55621,false
10778,59,Male,110440,false
10779,24,Male,118723,false
10780,45,Female,89690,false
10781,74,Male,185799,false
10782,64,Female,67882,false
10783,31,Female,82519,true
10784,75,Male,99033,false
10785,18,Male,86410,false
10786,24,Female,157546,true
10787,51,Male,114021,false
10788,40,Male,66424,false
10789,26,Female,53354,false
10790,24,Female,48015,true
10791,77,Female,177959,false
10792,47,Female,180161,true
10793,76,Male,36412,false
10794,61,Male,119889,true
10795,47,Female,116412,false
10796,42,Male,169848,false
10797,65,Male,31630,true
10798,43,Male,73228,false
10799,46,Male,127763,false
10800,27,Female,103925,true
10801,80,Male,30070,false
10802,34,Female,35309,false
10803,33,Male,112170,false
10804,21,Female,50630,false
10805,69,Female,142100,false
10806,73,Female,119614,true
10807,20,Female,22831,false
10808,35,Male,54244,true
10809,59,Female,146471,false
10810,47,Female,22527,false
10811,59,Female,128049,true
10812,58,Female,196461,true
10813,18,Male,67016,false
10814,51,Female,67866,false
10815,32,Male,147026,false
10816,64,Female,116871,false
10817,43,Male,65451,false
10818,71,Male,46498,false
10819,78,Female,189042,false
10820,40,Male,185430,true
10821,36,Female,124219,true
10822,53,Male,142373,true
10823,41,Female,188742,false
10824,33,Male,59448,false
10825,64,Female,95105,true
10826,51,Male,148809,false
10827,39,Male,150466,false
10828,53,Male,27228,false
10829,72,Male,147969,false
10830,56,Male,188669,true
10831,60,Female,60783,false
10832,43,Male,115607,false
10833,80,Male,93606,false
10834,41,Male,164769,false
10835,78,Female,105290,false
10836,51,Male,124607,true
10837,60,Male,80611,false
10838,19,Female,158253,true
10839,73,Male,66596,false
10840,71,Male,113978,false
10841,36,Female,172670,false
10842,54,Female,102581,false
10843,73,Female,87893,true
10844,41,Female,192620,false
10845,31,Female,92013,true
10846,40,Male,104103,true
10847,72,Female,40985,true
10848,66,Male,51203,false
10849,52,Male,94174,false
10850,68,Female,28930,false
10851,42,Female,62229,false
10852,29,Female,192427,false
10853,71,Female,86900,false
10854,32,Female,39563,false
10855,57,Female,53821,false
10856,76,Female,24279,true
10857,34,Female,159510,false
10858,47,Male,90972,true
10859,32,Male,196028,true
10860,36,Male,138521,true
10861,39,Male,149895,true
10862,44,Female,187712,false
10863,60,Male,28088,false
10864,26,Male,174627,false
10865,30,Male,153869,false
10866,22,Female,82995,false
10867,51,Male,193867,false
10868,18,Female,149131,false
10869,25,Male,33074,false
10870,30,Male,42799,false
10871,30,Male,65958,true
10872,28,Female,100650,true
10873,64,Male,64775,false
10874,24,Male,77776,false
10875,72,Female,63591,false
10876,66,Male,20259,false
10877,80,Male,115416,false
10878,36,Female,92847,true
10879,29,Male,46398,true
10880,61,Female,127128,true
10881,37,Female,74643,false
10882,52,Male,188699,false
10883,70,Male,173131,true
10884,18,Male,49102,false
10885,74,Female,87167,true
10886,38,Male,23863,true
10887,19,Female,194755,true
10888,69,Male,185073,false
10889,68,Male,56847,false
10890,68,Male,112149,true
10891,34,Male,151659,false
10892,50,Male,114926,false
10893,50,Male,20166,false
10894,65,Male,168744,false
10895,56,Male,23870,false
10896,32,Female,90371,false
10897,38,Male,116345,true
10898,48,Female,98782,true
10899,35,Male,60569,false
10900,74,Female,107248,true
10901,69,Female,157800,false
10902,22,Male,86054,false
10903,21,Female,111796,false
10904,57,Female,179239,false
10905,75,Male,194204,false
10906,34,Female,183824,false
10907,65,Female,125090,true
10908,52,Female,62456,true
10909,52,Female,60487,true
10910,70,Female,153083,false
10911,18,Male,84507,false
10912,20,Female,103895,true
10913,55,Female,24443,true
10914,24,Female,141685,false
10915,60,Male,75730,false
10916,76,Male,73342,false
10917,20,Female,69338,true
10918,61,Female,68343,true
10919,61,Female,35698,true
10920,50,Male,36972,true
10921,68,Female,64039,false
10922,27,Male,120820,false
10923,26,Male,191954,false
10924,54,Female,127540,true
10925,23,Male,196593,false
10926,50,Female,163824,false
10927,52,Female,40824,false
10928,55,Male,104618,false
10929,73,Male,70252,true
10930,43,Male,141375,false
10931,68,Male,58577,false
10932,43,Male,144339,true
10933,67,Female,54582,false
10934,71,Male,97915,false
10935,37,Female,41791,false
10936,45,Male,23324,false
10937,40,Male,128668,false
10938,47,Female,53440,false
10939,24,Male,22986,false
10940,51,Male,42546,false
10941,44,Female,126451,false
10942,58,Male,163119,false
10943,48,Male,146303,false
10944,22,Male,74708,false
10945,30,Female,89950,true
10946,34,Female,152988,false
10947,18,Female,111522,false
10948,72,Male,160543,false
10949,56,Male,90039,false
10950,28,Male,131073,false
10951,37,Female,49544,true
10952,60,Female,173756,true
10953,43,Male,30199,false
10954,64,Female,65723,true
10955,48,Female,29091,false
10956,21,Female,139063,true
10957,42,Male,140739,false
10958,50,Female,39533,true
10959,55,Female,70681,false
10960,70,Female,111591,false
10961,40,Female,97641,true
10962,79,Male,64573,true
10963,27,Female,54473,false
10964,63,Female,97609,true
10965,30,Female,50591,true
10966,54,Female,76556,true
10967,22,Male,46768,false
10968,28,Male,74813,false
10969,80,Female,71555,false
10970,58,Female,51469,false
10971,36,Male,53188,true
10972,50,Male,63289,false
10973,75,Female,35978,true
10974,80,Female,192216,false
10975,70,Female,37415,true
10976,19,Male,150956,false
10977,48,Male,42340,false
10978,57,Male,71960,false
10979,49,Female,33887,false
10980,77,Female,132851,false
10981,47,Female,197444,false
10982,20,Male,152388,false
10983,53,Female,25770,false
10984,78,Female,47967,false
10985,43,Female,72933,false
10986,80,Male,90860,false
10987,34,Female,62147,false
10988,67,Male,46794,true
10989,60,Female,73913,false
10990,75,Male,180546,false
10991,44,Male,169855,false
10992,18,Male,41399,false
10993,59,Male,109022,false
10994,75,Male,72690,false
10995,19,Male,162972,false
10996,59,Male,119859,true
10997,61,Male,66116,false
10998,42,Female,21806,false
10999,64,Female,86794,false
11000,40,Male,137508,true
11001,59,Female,102332,false
11002,19,Male,84643,false
11003,32,Female,90735,false
11004,54,Male,91048,false
11005,67,Female,185184,true
11006,73,Male,186715,true
11007,20,Female,47579,true
11008,78,Female,103275,false
11009,80,Male,119850,true
11010,50,Female,65967,false
11011,36,Male,47926,true
11012,47,Female,33228,false
11013,51,Female,102159,true
11014,29,Female,79283,true
11015,45,Female,38536,false
11016,31,Female,146582,false
11017,39,Female,94289,true
11018,74,Male,49151,false
11019,56,Male,73642,false
11020,55,Female,71163,false
11021,72,Male,76897,false
11022,44,Female,60971,false
11023,78,Female,186925,false
11024,50,Female,58107,true
11025,25,Male,116603,true
11026,26,Male,181516,false
11027,20,Female,93717,true
11028,57,Male,147970,false
11029,26,Female,143350,false
11030,65,Female,25570,false
11031,33,Female,27386,true
11032,68,Female,150605,true
11033,29,Male,94730,false
11034,19,Male,126382,false
11035,47,Female,35263,false
11036,35,Female,21637,true
11037,36,Female,136347,false
11038,37,Female,181769,false
11039,68,Male,131424,false
11040,68,Male,42760,true
11041,55,Female,62269,true
11042,69,Male,151668,false
11043,44,Female,181394,false
11044,67,Female,49350,false
11045,32,Male,85029,false
11046,58,Female,169162,true
11047,19,Female,108993,true
11048,78,Female,46875,true
11049,53,Female,50198,true
11050,64,Male,170179,true
11051,46,Female,133295,true
11052,57,Male,68937,false
11053,34,Male,71341,true
11054,21,Male,40424,true
11055,36,Female,94157,true
11056,40,Male,54044,false
11057,76,Male,121925,false
11058,36,Female,135746,false
11059,75,Female,163167,false
11060,66,Female,85985,false
11061,45,Male,117457,false
11062,73,Male,151021,false
11063,43,Male,105053,false
11064,29,Female,65210,false
11065,54,Male,21141,true
11066,38,Male,123689,false
11067,44,Female,39009,false
11068,18,Female,28076,false
11069,47,Male,163820,false
11070,37,Female,161381,false
11071,34,Female,169997,false
11072,20,Female,34881,true
11073,58,Male,121714,false
11074,20,Male,144436,true
11075,31,Male,37841,true
11076,29,Female,178640,false
11077,28,Male,198634,false
11078,54,Male,147061,false
11079,44,Male,120607,true
11080,35,Female,198267,false
11081,80,Female,53566,false
11082,25,Male,22428,false
11083,70,Female,134110,false
11084,50,Male,54043,true
11085,52,Male,199054,false
11086,19,Female,113604,true
11087,64,Female,56808,true
11088,62,Female,171752,false
11089,43,Female,194737,false
11090,45,Female,21888,false
11091,34,Male,59261,true
11092,75,Female,159289,false
11093,56,Male,120113,false
11094,71,Female,137178,false
11095,33,Female,62073,true
11096,31,Female,193878,false
11097,74,Male,96798,false
11098,52,Male,140502,true
11099,43,Male,45311,false
11100,52,Female,154289,false
11101,35,Female,132085,false
11102,39,Male,79812,true
11103,57,Female,63086,false
11104,77,Male,85419,false
11105,28,Female,80394,true
11106,67,Female,127027,false
11107,77,Male,115568,false
11108,50,Female,89693,false
11109,29,Female,52595,true
11110,21,Female,130806,true
11111,30,Female,116953,false
11112,20,Female,146728,true
11113,33,Male,37305,true
11114,23,Female,156462,false
11115,73,Male,106424,false
11116,24,Male,180870,false
11117,73,Female,193895,true
11118,76,Male,137435,false
11119,40,Male,163643,false
11120,21,Male,185330,false
11121,67,Male,174601,false
11122,55,Male,175101,false
11123,41,Female,47339,false
11124,46,Male,89401,false
11125,50,Female,143202,false
11126,69,Male,33998,false
11127,74,Male,141692,true
11128,27,Female,175133,false
11129,32,Female,148660,true
11130,55,Male,93997,true
11131,27,Male,180103,false
11132,18,Female,58710,false
11133,52,Male,32862,false
11134,42,Male,98450,true
11135,58,Female,92444,false
11136,43,Male,141412,false
11137,45,Female,159502,false
11138,57,Male,112438,false
11139,74,Female,168799,false
11140,40,Male,64182,false
11141,39,Male,94835,false
11142,31,Male,155378,false
11143,46,Female,116172,false
11144,68,Male,92994,false
11145,80,Female,107825,true
11146,27,Male,175763,true
11147,62,Male,94765,true
11148,33,Female,162156,false
11149,23,Female,179050,false
11150,47,Female,119225,true
11151,21,Female,44987,false
11152,36,Female,123634,true
11153,24,Female,31452,false
11154,40,Male,150951,false
11155,42,Male,121847,false
11156,33,Female,159326,false
11157,18,Female,82548,false
11158,28,Female,170311,false
11159,80,Male,55546,true
11160,66,Male,62593,false
11161,72,Female,72441,false
11162,36,Male,145616,true
11163,34,Female,155734,true
11164,20,Male,195049,false
11165,75,Male,92729,false
11166,68,Female,59309,false
11167,23,Female,46379,false
11168,55,Male,186394,false
11169,72,Female,72107,false
11170,62,Female,77272,false
11171,51,Male,47269,false
11172,57,Female,87860,false
11173,27,Male,60626,true
11174,77,Male,154960,false
11175,37,Male,81177,true
11176,79,Male,145794,true
11177,21,Female,22461,true
11178,31,Female,84239,false
11179,73,Male,142583,false
11180,32,Female,47525,false
11181,33,Male,156957,false
11182,26,Male,21884,true
11183,68,Male,178853,false
11184,69,Female,87547,false
11185,31,Female,56069,false
11186,78,Female,71997,true
11187,44,Female,183292,true
11188,46,Female,171855,true
11189,80,Female,186866,false
11190,67,Female,87902,true
11191,67,Female,95691,false
11192,42,Male,169834,true
11193,26,Male,136765,true
11194,75,Male,188121,false
11195,75,Male,144945,false
11196,48,Female,45464,false
11197,39,Male,65606,true
11198,30,Male,65516,true
11199,48,Male,151363,false
11200,64,Female,142900,false
11201,21,Male,148714,false
11202,66,Female,189164,false
11203,24,Male,139677,true
11204,51,Female,153788,false
11205,31,Female,94378,false
11206,47,Female,24052,true
11207,65,Female,126857,false
11208,40,Male,126760,true
11209,27,Male,170172,false
11210,19,Female,24923,false
11211,44,Female,64548,false
11212,52,Female,127739,true
11213,69,Female,27557,true
11214,70,Male,170035,false
11215,78,Male,69199,false
11216,19,Female,97993,false
11217,73,Male,43243,false
11218,69,Female,140298,false
11219,73,Male,46355,false
11220,32,Male,88229,false
11221,38,Female,75430,false
11222,40,Male,111089,false
11223,56,Female,153921,false
11224,33,Male,165982,false
11225,70,Female,114880,false
11226,35,Male,102884,true
11227,43,Female,122467,true
11228,62,Female,148561,false
11229,59,Female,99619,false
11230,56,Female,87713,true
11231,24,Male,134388,true
11232,76,Female,195554,false
11233,72,Male,27202,false
11234,72,Female,97976,true
11235,31,Male,176573,false
11236,40,Female,119899,false
11237,22,Female,122208,true
11238,71,Male,166444,false
11239,31,Female,53715,false
11240,47,Male,53411,true
11241,69,Female,172724,false
11242,38,Female,72999,false
11243,48,Male,33358,false
11244,20,Male,20708,false
11245,58,Male,195862,false
11246,64,Female,198046,true
11247,78,Female,158015,false
11248,58,Female,67995,false
11249,77,Male,137282,false
11250,53,Male,59733,true
11251,64,Female,164724,false
11252,73,Male,114899,false
11253,34,Male,131457,false
11254,41,Male,170997,false
11255,33,Female,75622,false
11256,55,Male,95200,true
11257,69,Male,168764,false
11258,79,Male,124664,true
11259,70,Female,27821,false
11260,76,Male,159778,false
11261,68,Female,106824,true
11262,63,Male,98510,true
11263,36,Female,43541,false
11264,59,Male,172643,false
11265,51,Male,88966,false
11266,73,Male,176245,false
11267,48,Male,96299,true
11268,56,Female,94489,false
11269,79,Male,166495,false
11270,66,Male,179668,false
11271,71,Female,117235,false
11272,27,Male,45151,false
11273,52,Male,48130,true
11274,68,Female,39285,true
11275,65,Female,170569,false
11276,69,Male,154368,false
11277,72,Female,107375,false
11278,39,Female,173804,false
11279,67,Male,71678,true
11280,27,Female,41770,true
11281,42,Female,34113,true
11282,49,Male,46798,true
11283,64,Male,118618,false
11284,27,Female,76804,false
11285,68,Male,166220,true
11286,57,Male,59619,false
11287,73,Female,179298,false
11288,66,Female,144642,false
11289,41,Female,169051,false
11290,68,Male,120728,false
11291,54,Male,41578,false
11292,41,Female,195952,false
11293,71,Female,173156,true
11294,19,Female,110515,false
11295,35,Female,81908,true
11296,73,Female,130988,false
11297,65,Female,116484,true
11298,19,Female,23906,false
11299,25,Male,190942,false
11300,46,Male,189948,false
11301,18,Male,94085,false
11302,46,Male,69586,false
11303,42,Female,138447,false
11304,72,Male,187688,false
11305,44,Male,38696,false
11306,76,Male,47718,true
11307,31,Female,116465,false
11308,77,Male,136996,false
11309,76,Female,163063,true
11310,40,Female,153591,false
11311,32,Female,48114,false
11312,31,Female,193924,false
11313,30,Male,121618,true
11314,27,Female,159767,true
11315,19,Female,119972,false
11316,42,Female,186425,true
11317,23,Female,136114,false
11318,47,Male,119351,false
11319,61,Male,152342,false
11320,24,Female,160780,true
11321,38,Male,94841,false
11322,25,Female,158143,false
11323,75,Female,94920,false
11324,18,Female,120480,false
11325,55,Male,155841,false
11326,70,Male,104081,true
11327,37,Male,25599,true
11328,40,Male,186649,false
11329,48,Female,54829,false
11330,74,Female,103175,false
11331,44,Female,60031,false
11332,75,Male,48319,true
11333,34,Male,67960,false
11334,40,Male,137128,true
11335,33,Female,149759,true
11336,34,Male,29952,false
11337,61,Female,75714,false
11338,55,Female,54656,false
11339,70,Female,165441,false
11340,24,Female,20604,true
11341,77,Male,169689,false
11342,66,Female,139690,true
11343,42,Female,90079,false
11344,78,Male,26642,false
11345,64,Male,158727,false
11346,29,Male,101802,true
11347,56,Male,139298,false
11348,29,Male,173802,true
11349,46,Male,161450,false
11350,18,Male,154540,false
11351,62,Male,151070,true
11352,36,Female,48200,false
11353,79,Female,85081,true
11354,43,Male,90722,false
11355,18,Female,108078,true
11356,73,Female,58702,true
11357,46,Female,135514,false
11358,69,Female,69800,false
11359,49,Male,28792,false
11360,33,Male,176634,false
11361,46,Female,197208,false
11362,79,Male,62971,false
11363,26,Female,82082,false
11364,30,Female,175290,false
11365,68,Female,39248,false
11366,28,Male,155584,false
11367,23,Female,62086,false
11368,18,Female,35118,true
11369,63,Male,153814,false
11370,74,Male,156882,false
11371,52,Female,67329,false
11372,25,Male,48627,false
11373,25,Male,112612,true
11374,26,Female,186257,false
11375,77,Male,24623,false
11376,27,Male,177371,true
11377,19,Female,26213,false
11378,43,Female,188622,false
11379,23,Male,51945,false
11380,78,Female,76745,false
11381,58,Male,167523,true
11382,32,Female,127934,false
11383,51,Male,48839,false
11384,72,Female,179782,false
11385,22,Male,166295,false
11386,62,Female,122774,false
11387,45,Female,199242,false
11388,51,Male,23723,false
11389,57,Female,163239,false
11390,30,Male,129963,false
11391,29,Male,58724,true
11392,69,Female,40625,false
11393,31,Female,58838,true
11394,39,Male,67004,true
11395,42,Female,67930,false
11396,43,Male,56209,false
11397,73,Male,189548,true
11398,73,Male,122972,true
11399,63,Male,50595,true
11400,79,Male,122247,true
11401,76,Female,33868,true
11402,62,Male,74156,false
11403,28,Female,41311,false
11404,43,Male,191905,false
11405,73,Female,121685,true
11406,25,Male,180852,false
11407,35,Male,66835,true
11408,50,Female,34249,false
11409,19,Female,138876,false
11410,53,Male,168244,true
11411,65,Female,41550,false
11412,22,Male,39361,false
11413,35,Male,146472,false
11414,68,Male,21099,false
11415,24,Female,156924,false
11416,36,Male,142956,false
11417,21,Female,173718,true
11418,40,Female,41063,true
11419,41,Male,155304,true
11420,18,Female,51710,true
11421,51,Female,193138,false
11422,34,Female,35641,true
11423,39,Male,65963,false
11424,67,Male,125960,false
11425,26,Female,105406,true
11426,36,Male,114852,false
11427,51,Male,30775,false
11428,30,Male,163195,false
11429,23,Female,187736,false
11430,39,Female,174801,true
11431,59,Male,144540,false
11432,52,Male,91456,false
11433,71,Male,100074,false
11434,21,Female,51172,false
11435,78,Female,192417,false
11436,20,Female,147179,true
11437,53,Male,133759,false
11438,65,Male,157252,false
11439,55,Female,120485,false
11440,79,Male,133473,true
11441,36,Female,62466,false
11442,35,Female,97677,false
11443,28,Female,198348,false
11444,67,Male,23854,true
11445,50,Female,144989,true
11446,55,Female,83036,false
11447,24,Female,171252,false
11448,31,Male,132644,true
11449,66,Male,123274,false
11450,28,Male,178950,false
11451,22,Female,94962,false
11452,57,Male,156031,false
11453,62,Female,26747,false
11454,68,Female,49363,false
11455,47,Female,30627,true
11456,48,Female,104360,false
11457,65,Female,35673,false
11458,19,Male,30457,true
11459,28,Male,178039,false
11460,56,Female,21511,true
11461,63,Female,106551,true
11462,65,Male,158037,false
11463,22,Male,26349,false
11464,69,Female,61231,false
11465,66,Female,38468,true
11466,66,Male,84675,false
11467,58,Female,36642,true
11468,29,Female,82745,true
11469,57,Female,150504,true
11470,66,Male,29715,false
11471,34,Female,53566,true
11472,57,Male,54398,false
11473,63,Female,112138,false
11474,22,Female,99903,true
11475,63,Male,85411,true
11476,53,Female,174356,false
11477,32,Male,83488,false
11478,55,Female,156695,false
11479,53,Male,153895,true
11480,39,Female,146486,false
11481,53,Male,67976,false
11482,39,Male,118100,true
11483,66,Male,128630,false
11484,46,Male,112234,false
11485,60,Female,127059,true
11486,65,Male,138580,true
11487,65,Female,157036,false
11488,67,Female,140556,true
11489,18,Male,49060,true
11490,31,Female,41314,false
11491,33,Female,154207,false
11492,54,Female,35353,false
11493,34,Male,120219,true
11494,61,Male,189927,true
11495,72,Female,64300,true
11496,19,Female,55451,false
11497,74,Female,93425,false
11498,23,Female,131569,true
11499,24,Male,131162,false
11500,63,Male,35756,true
11501,21,Female,154106,false
11502,75,Female,121870,false
11503,64,Female,125861,false
11504,80,Female,132450,true
11505,51,Male,81485,false
11506,36,Female,107835,false
11507,76,Female,72267,false
11508,32,Male,78344,false
11509,74,Male,164585,true
11510,49,Female,81954,false
11511,73,Female,88591,true
11512,80,Male,94201,false
11513,79,Male,182870,true
11514,47,Male,154584,false
11515,36,Female,68753,false
11516,64,Female,67206,true
11517,78,Female,33034,false
11518,56,Male,183810,false
11519,43,Female,102891,false
11520,27,Female,172990,false
11521,45,Male,192274,false
11522,35,Male,60219,true
11523,36,Male,81005,true
11524,30,Female,157277,false
11525,27,Male,33409,true
11526,35,Female,41628,false
11527,51,Male,30410,false
11528,36,Female,65046,false
11529,39,Male,58438,true
11530,41,Female,85634,false
11531,66,Male,102399,false
11532,78,Female,59507,false
11533,65,Female,97376,false
11534,23,Female,129983,true
11535,54,Female,152938,false
11536,46,Male,163476,false
11537,18,Female,112744,true
11538,75,Male,154899,false
11539,72,Female,74216,true
11540,19,Female,63648,true
11541,68,Female,115618,false
11542,46,Male,118888,false
11543,40,Female,154368,true
11544,58,Female,154464,true
11545,45,Female,169612,false
11546,48,Male,109182,true
11547,76,Male,154109,false
11548,49,Female,23179,false
11549,59,Female,166465,false
11550,41,Male,191971,false
11551,74,Male,117066,false
11552,54,Female,182611,false
11553,36,Female,90082,true
11554,42,Male,39048,false
11555,54,Male,47627,false
11556,69,Female,51050,false
11557,80,Female,76868,false
11558,28,Male,39599,false
11559,34,Male,154563,true
11560,58,Male,172633,false
11561,36,Female,62821,false
11562,45,Male,47094,false
11563,27,Male,53004,true
11564,64,Female,196362,false
11565,40,Male,198384,false
11566,24,Male,189289,true
11567,35,Male,146293,false
11568,63,Male,67564,false
11569,61,Female,22156,false
11570,33,Male,69599,false
11571,55,Female,25653,false
11572,54,Male,61138,true
11573,56,Male,119406,false
11574,36,Female,130220,false
11575,20,Female,122968,true
11576,39,Female,190505,false
11577,37,Male,161852,true
11578,30,Female,141322,false
11579,51,Male,54713,false
11580,22,Male,147459,true
11581,47,Male,141720,false
11582,33,Female,54462,false
11583,51,Male,103361,false
11584,34,Female,174203,true
11585,40,Female,174255,true
11586,63,Female,95901,false
11587,36,Male,106330,false
11588,24,Female,166022,false
11589,23,Female,115033,false
11590,61,Female,102247,false
11591,37,Male,50767,true
11592,26,Male,192670,true
11593,23,Female,73105,false
11594,36,Female,192474,false
11595,80,Male,41419,true
11596,39,Female,122760,false
11597,49,Female,47138,false
11598,38,Female,179533,false
11599,53,Male,192178,true
11600,72,Male,31811,false
11601,52,Female,28418,false
11602,36,Female,40496,true
11603,35,Male,44846,false
11604,34,Male,98166,true
11605,34,Female,197030,false
11606,29,Female,188244,false
11607,35,Male,122219,false
11608,52,Female,130091,false
11609,63,Male,47465,false
11610,68,Female,62787,true
11611,79,Male,141647,true
11612,61,Male,86531,true
11613,60,Male,196338,false
11614,35,Female,137414,true
11615,55,Female,142758,false
11616,52,Female,28408,true
11617,33,Male,105670,false
11618,78,Male,160977,true
11619,60,Female,40718,false
11620,54,Male,105306,false
11621,41,Female,139572,true
11622,33,Female,46009,true
11623,80,Male,87635,false
11624,22,Female,131527,false
11625,79,Male,158144,false
11626,24,Male,199117,false
11627,49,Male,142327,true
11628,77,Male,167174,true
11629,65,Female,44965,false
11630,79,Female,147092,true
11631,44,Female,45924,false
11632,73,Male,71525,false
11633,47,Female,138842,true
11634,46,Female,182662,false
11635,38,Female,170904,false
11636,21,Male,161235,true
11637,52,Female,190569,true
11638,30,Female,124078,true
11639,60,Male,178462,false
11640,29,Female,174708,true
11641,51,Female,168398,false
11642,23,Female,71944,true
11643,73,Female,87296,true
11644,61,Female,41266,true
11645,26,Male,76229,false
11646,60,Female,180441,true
11647,41,Female,58773,true
11648,26,Male,62317,false
11649,18,Female,179680,false
11650,32,Female,60014,true
11651,72,Female,184923,false
11652,52,Male,37887,false
11653,29,Male,102728,true
11654,39,Female,82213,false
11655,71,Male,49812,false
11656,34,Female,116613,false
11657,36,Male,63735,true
11658,18,Female,104436,true
11659,58,Female,43630,false
11660,75,Male,107586,false
11661,48,Female,195421,false
11662,28,Female,152162,false
11663,53,Male,45810,true
11664,61,Male,31991,false
11665,41,Male,53297,false
11666,27,Female,115688,false
11667,30,Male,35522,false
11668,44,Male,81524,false
11669,40,Male,146357,false
11670,41,Female,199945,false
11671,22,Male,57456,true
11672,59,Male,79602,true
11673,60,Female,78337,false
11674,67,Female,163085,false
11675,71,Male,164840,false
11676,47,Male,99286,false
11677,48,Female,96120,false
11678,72,Male,88681,false
11679,18,Female,155086,false
11680,27,Female,93768,false
11681,28,Male,163881,false
11682,65,Male,53486,true
11683,31,Female,43306,false
11684,32,Male,146123,true
11685,47,Female,127744,false
11686,67,Male,32848,false
11687,57,Male,165878,false
11688,75,Female,138093,false
11689,49,Male,195417,false
11690,40,Female,177928,false
11691,68,Male,76785,false
11692,21,Female,86008,false
11693,39,Male,61841,true
11694,25,Male,117999,false
11695,36,Male,96810,true
11696,70,Female,142714,false
11697,74,Male,74877,false
11698,42,Male,72415,false
11699,78,Male,191242,false
11700,79,Female,141140,false
11701,79,Male,188397,false
11702,43,Female,135726,false
11703,48,Male,92913,true
11704,74,Female,26644,false
